Data,Degree,MSE,RMSE,MAE,MDAE,EVS,R2
All Districts,2,0.0005742958557514023,0.023932317658813203,0.014450870697661709,0.008910559571646022,0.8081260686716005,0.8080717602759365
All Districts,3,0.0005367216246924705,0.02313456418366273,0.013700291950632597,0.007949410928850612,0.820651547896575,0.8205939761328183
All Districts,4,0.0005181861007256469,0.022733051812504793,0.013369825804046602,0.007601936571558367,0.826788811742697,0.8267273717435752
All Districts,5,0.0005278230143096228,0.022942968446617168,0.013489877331786214,0.007808802521756059,0.8235774994672878,0.8235154708100992
Cluster 0,2,0.004294254910489275,0.06539925026335841,0.04527521938166083,0.03072802955794072,0.7480323931745484,0.747475692968672
Cluster 0,3,0.004050840143579291,0.0635098041037529,0.04373442707064604,0.029001936925555246,0.7623680992040934,0.7618641270604839
Cluster 0,4,0.004356340546267642,0.0658785372971861,0.04543790340414171,0.03037688410862968,0.7444083577520384,0.7437915554054544
Cluster 0,5,0.010572202309579235,0.1005488245317853,0.06035961809111008,0.038356414278911816,0.37903699307246713,0.37772081364860033
Cluster 1,2,0.0020038070412646916,0.04470722645108685,0.02907180142827026,0.018439001360196904,0.8503135647499136,0.8501396350861313
Cluster 1,3,0.0017556417687609827,0.0418511983142746,0.026450875211220207,0.015299805632456025,0.8687181664868107,0.8685666761498666
Cluster 1,4,0.0016991045102397134,0.04117860460285163,0.026449551794840116,0.015745853425846945,0.8727786484400678,0.8726363905620994
Cluster 1,5,0.0018687011625792404,0.0431686586495613,0.027781262127877203,0.016965974131411918,0.8600123317258528,0.859846379161191
Cluster 2,2,0.0013773361865420297,0.03691594361274345,0.02129253356326569,0.012000606618027885,0.8026662767499287,0.8023693673852863
Cluster 2,3,0.0013462515623624798,0.03649895944058409,0.021218956858087067,0.01240182890199968,0.8070191158177049,0.8067396022703293
Cluster 2,4,0.0013830666039023223,0.03701260889945992,0.021563623109677695,0.012503960031329489,0.801247150551118,0.8009607600392787
Cluster 2,5,0.0021992603052589104,0.04658971359822816,0.025907334215183653,0.014453828442467162,0.6817922921197365,0.681232813624562
Cluster 3,2,0.008205124488162418,0.0898251272523304,0.060156897174719684,0.04048041733774428,0.6784697757411413,0.6758846768165452
Cluster 3,3,0.010349075861155433,0.1008907445894477,0.0674179193020521,0.043516374300193374,0.5941221903652804,0.5904128366492748
Cluster 3,4,0.09188774835810533,0.28107451314774745,0.1321118524769756,0.06809365263759426,-2.7587003838673394,-2.7946505699633315
Cluster 3,5,66192.86833538864,181.45813480904005,42.08137209294534,5.686937222004811,-2841709.4016014175,-2867349.6369972015
Cluster 4,2,0.00298088914803365,0.054537252864556705,0.03710128779582407,0.024642662441388144,0.8218596268412623,0.8215305855887383
Cluster 4,3,0.002885346932097362,0.053650244284937657,0.03618952877370251,0.023223483122520667,0.8275553083046069,0.8272686437240572
Cluster 4,4,0.0030222402070821147,0.05490819593296567,0.037104862516159874,0.024220642323608644,0.8193828571412655,0.8190768059809567
Cluster 4,5,0.0041796205709345715,0.06392706276326628,0.04180090490756345,0.027774556717596263,0.7504483284669661,0.7500201799211251
Cluster 5,2,0.005081848575490889,0.0711552922668213,0.04812045831423932,0.03011084632601976,0.8237315020366495,0.8232655470106666
Cluster 5,3,0.004835425970439505,0.06940737200774788,0.04655067751292905,0.028007596970007643,0.8321638247845473,0.8317230418233444
Cluster 5,4,0.005447427830869917,0.07368313816561506,0.049948364715158726,0.03161583718448882,0.8109337896614085,0.8104034128679263
Cluster 5,5,0.017670672179176068,0.13082514113770272,0.07553924147309327,0.04459147891725643,0.3829514011708606,0.38100897232202036
Ariyalur,2,0.0029791994253871345,0.0539564795822809,0.035628702512443454,0.023605189457770376,0.88870877544081,0.8875089099357638
Ariyalur,3,0.0035870685663285246,0.05901087448025099,0.03775837587758467,0.023697002915787347,0.8668405109292862,0.8654864906897615
Ariyalur,4,0.019309240973319763,0.13016976311532466,0.07044664618570802,0.03895085808223619,0.2831277237425509,0.2774344744899168
Ariyalur,5,1222.7533729933018,29.199929590481755,9.652190431307183,1.5819720548279699,-47456.13704187838,-47780.73990292374
Chennai,2,0.003911111763612552,0.06152212730578679,0.04227619410265819,0.02815444020151069,0.8304830557380721,0.8288742141813331
Chennai,3,0.004026741056755121,0.06287100732163795,0.04016778787033695,0.023939627863909112,0.8273249683329987,0.8253155608745919
Chennai,4,0.055756224496045205,0.19329069524180625,0.08463372354416011,0.04079406697806017,-1.5956452825808305,-1.6171630679424072
Chennai,5,4149.655710754268,50.089100462578344,15.298163426240285,2.669748140621349,-187415.09509981677,-188520.06657710136
Coimbatore,2,0.003921119650711808,0.06096398807455486,0.0399300122508955,0.02423117915668194,0.8479852147754979,0.8467062034693743
Coimbatore,3,0.0046822649115667,0.06650830686749243,0.043778425800963576,0.027376737176899205,0.8197144434805242,0.8182666260810787
Coimbatore,4,0.0247377124538031,0.15157206942021667,0.08037608788050989,0.04254280041140732,0.04224398044501939,0.032154764581940894
Coimbatore,5,398.34094363583176,17.312333948454253,5.043736762740807,0.8822248132859137,-15348.609456718626,-15483.061839821446
Cuddalore,2,0.002007563980399647,0.04427286434599589,0.028712213825010203,0.0186677136455183,0.9375310844877798,0.9368934970555377
Cuddalore,3,0.0020396885622851035,0.044625044201108265,0.028145769694731988,0.017617167461817858,0.9365816886651342,0.9358370262764822
Cuddalore,4,0.00840791493208592,0.08921134755300957,0.052206493666296996,0.030748798525526345,0.7384777465617741,0.7360695227034191
Cuddalore,5,68.94602970625021,7.635511871394471,2.6823771553778646,0.6416484413558403,-2259.762176370115,-2282.2176838328282
Dharmapuri,2,0.005254012964263512,0.07150660103441978,0.049264974078168884,0.030730531519479628,0.8024211391601931,0.8002292123139116
Dharmapuri,3,0.006524641107684128,0.07859522444421092,0.05323330861874854,0.03276222930485629,0.7547042851345652,0.7522670455861865
Dharmapuri,4,0.03904961628411277,0.18411446695901645,0.10141968031261821,0.056144119177712025,-0.4880589720498891,-0.5012658876900203
Dharmapuri,5,836.8503681807338,26.235657347706265,8.373598899243325,1.5971305628014523,-32286.197567893592,-32613.685001356956
Dindigul,2,0.006396320522760034,0.07942092093519273,0.055870742415299095,0.03873999546955897,0.7182523323432406,0.7160271003504636
Dindigul,3,0.007484768408224244,0.08576392808337763,0.05978881361828174,0.04113727650671699,0.6689766999654232,0.6663885422323039
Dindigul,4,0.03240023192109026,0.17336715020548663,0.10641521135828759,0.06427676544513906,-0.42675672631330486,-0.4428037966183713
Dindigul,5,2560.2141418184974,44.983515648349474,14.192877163421194,2.701899630032031,-115837.84930628403,-116886.74695455801
Erode,2,0.004176213780117527,0.06423749247032746,0.043648359376711195,0.027970993758255718,0.8407784750473136,0.8392499163345842
Erode,3,0.00482075013211197,0.06898547173210409,0.04686048621896603,0.030377551213399114,0.8156874977054529,0.8141496847353388
Erode,4,0.025128522173363046,0.15323816695521494,0.08470277024423528,0.04773817047984266,0.028800834591150962,0.020073804748020674
Erode,5,832.8966898903344,23.9212239791708,7.030293528259584,1.2220012430762264,-32946.366293611965,-33278.54046135831
Kancheepuram,2,0.002868077772962668,0.05305581814176273,0.033951332432003975,0.020131032925245217,0.8940524572340184,0.8928569801575392
Kancheepuram,3,0.0033323879101527037,0.057232268667237574,0.03680834911236069,0.021766699420791964,0.876574752553982,0.8751711159035789
Kancheepuram,4,0.014935261498839107,0.11973089370807809,0.06725154362485802,0.036587343175934824,0.4381095245442752,0.43234510111450725
Kancheepuram,5,110.57942484135874,9.520347753192853,3.542613579373517,0.9450388333676913,-4061.640118493638,-4105.671967715176
Karur,2,0.011426586511458205,0.10661343940267477,0.07788183411917572,0.05704649147281291,0.6984835475495526,0.6963060264944102
Karur,3,0.012950095682903897,0.11335038987342123,0.08237764324023684,0.05885701390095249,0.6588117109698917,0.6562640686421501
Karur,4,0.09086716965469448,0.2915475327191825,0.16934419948182808,0.10159826156174631,-1.4346807089112996,-1.4609440842617818
Karur,5,31232.53714551556,152.0443719849329,46.22206144005938,7.234736783588696,-847357.4030727952,-852015.9524048214
Madurai,2,0.007079467301948911,0.08315700181545393,0.05462855807227809,0.03508450459677521,0.6387893916902612,0.635429900151826
Madurai,3,0.008309921427078282,0.09023685402313168,0.05944513419716494,0.038417188695730325,0.573253182815333,0.5691354544646192
Madurai,4,0.05289392208324844,0.22102170216606282,0.11468134309521599,0.06193534995142093,-1.7867946224468252,-1.8189646514083524
Madurai,5,1935.6775341628718,35.74764643151974,10.399564300240709,1.7107129228336666,-106248.0066383243,-107060.25997700244
Nagapattinam,2,0.0032268280260155362,0.056285994684019805,0.03771238590087705,0.024570867777772853,0.8660179590458291,0.864946688266962
Nagapattinam,3,0.0037524903015385327,0.06075362373678157,0.041366761597829836,0.027929436580888457,0.8438761574055985,0.8426950196156523
Nagapattinam,4,0.0342566053323344,0.1743311043669571,0.10418384888262405,0.0640826746832354,-0.46533723141656386,-0.47446495493972035
Nagapattinam,5,631.28701244144,18.39007507711748,5.751149047920597,1.341683718876865,-26383.556769703187,-26638.72906003032
Namakkal,2,0.00795502849059827,0.08882662973989114,0.06447214737147192,0.04470150029155663,0.7829098732671946,0.7808401418957971
Namakkal,3,0.009410880309424483,0.09653249907414059,0.06919669201877256,0.048738884054055666,0.7432278946197515,0.7410683072342166
Namakkal,4,0.10701033706395739,0.2947903483354365,0.14843696385520894,0.08165963207165561,-2.063181209705378,-2.089500179666392
Namakkal,5,2324.486650037284,42.28975211566334,12.475168685412552,2.2203353973980575,-66730.82181854053,-67213.73130976749
Perambalur,2,0.004540875275209167,0.06694981204713706,0.04538227539479666,0.02844915345064015,0.8059487289291337,0.8045857121330638
Perambalur,3,0.005296280304540458,0.07231790657340903,0.05051535902026742,0.03428743344952235,0.7738542685093506,0.7722960964168771
Perambalur,4,0.027162341282291703,0.1596724661761028,0.0932459720439431,0.05282082920862376,-0.14017485932751447,-0.15140981078267463
Perambalur,5,795.4705703435488,24.952678328601014,8.340976574460575,1.5476528801591898,-34980.61891286503,-35211.53388512536
Pudukkottai,2,0.0040486430085608155,0.0631732124480032,0.04325882024299065,0.02849005875735041,0.8341856054579008,0.8326772638518992
Pudukkottai,3,0.004733298774472973,0.06845820921202513,0.0469832992578391,0.030852526361439224,0.8052003372627472,0.8032233743091772
Pudukkottai,4,0.033778350287743474,0.17827962728019858,0.09514886933317239,0.051100576265747814,-0.4037965644092455,-0.4193219243486389
Pudukkottai,5,427.3210013005884,17.52034339549941,5.767526153548196,1.000583666690686,-17909.46454581049,-18105.550382549536
Ramanathapuram,2,0.006527663134656839,0.0783113485491959,0.054517988395702384,0.03737380971740479,0.7496704077912765,0.7475130065973343
Ramanathapuram,3,0.006317444806523262,0.07898481694067061,0.054494194852119975,0.03646633056535543,0.7530887373863889,0.7507222619228378
Ramanathapuram,4,0.07994416181477107,0.2608813221680092,0.12465048210386395,0.06046389020085746,-2.2280723611766327,-2.2614029268876834
Ramanathapuram,5,5414.371484901983,61.54061065326533,18.22482498738278,2.6655262216349693,-212783.4805964132,-214360.63638920852
Salem,2,0.007816272916161071,0.08749385354877606,0.062418414719799295,0.042947119551825265,0.7793954453094177,0.7772772627511021
Salem,3,0.008346181840716085,0.09066947912599808,0.06398995371825791,0.04380937193714357,0.7641040054576994,0.7617830639168918
Salem,4,0.1303893490611798,0.32163816117570754,0.17199076450306133,0.09813955569594154,-2.7698012856283523,-2.8125394139928916
Salem,5,937.0451182873397,27.397686379050352,8.730043332243293,1.673192483640133,-26445.949480324864,-26671.04650588649
Sivaganga,2,0.005665634264809849,0.07469083652330422,0.05467088636159901,0.04092685751333378,0.7692621329838043,0.7676398396812009
Sivaganga,3,0.0057919959418015945,0.07570521248047309,0.05350171880772241,0.03680302151776191,0.7639324761323201,0.761902371943833
Sivaganga,4,0.04342175286647881,0.19642898332393022,0.10929731968841408,0.0629409832624711,-0.8211032305387795,-0.8349885930321155
Sivaganga,5,1266.640373002025,30.85570047947798,9.256062687408143,1.5432128182679201,-54936.083464101845,-55554.39314578188
Thanjavur,2,0.004336984979654221,0.06538296239749526,0.043621811680998865,0.027371847676489307,0.8189580311456627,0.8172170018398183
Thanjavur,3,0.004928482375918194,0.06972429409216671,0.04723670933780883,0.029917096448910697,0.7935126194954216,0.7916207805301687
Thanjavur,4,0.025731093332478642,0.15331934941527037,0.08644507564213937,0.05050343932201711,-0.06743498221966973,-0.07872111267026233
Thanjavur,5,674.7941753804974,21.869572232705323,7.0966775899914225,1.477498328238661,-30895.921739404057,-31114.089845498995
Theni,2,0.005180333926379959,0.0705241597295161,0.04320197650312059,0.025982712930548723,0.7352697562460923,0.7327601632676283
Theni,3,0.006287381117475391,0.07803025022546194,0.048660512426129655,0.02944552842209999,0.673004443365359,0.669712995701793
Theni,4,0.04770248692756567,0.2072322058338354,0.10361725647967023,0.05208901371535957,-1.6178564162562363,-1.6468241117743656
Theni,5,3225.5393976107603,46.6383693388185,12.32110182564468,1.8398789835419047,-179917.41192954176,-182334.57408854307
The Nilgiris,2,0.0024710661985398344,0.048427697656647825,0.025095079878141253,0.011474661762214096,0.8513759490832862,0.8496527951481759
The Nilgiris,3,0.00435647654492559,0.056708210612873115,0.0316772674133728,0.016036119739101986,0.7256867184759043,0.7232599080023718
The Nilgiris,4,0.02666033370599243,0.15566331655323234,0.07065285355227559,0.02969127255291339,-0.7388723436921917,-0.7515464728092976
The Nilgiris,5,609.6900752850153,19.969984631860644,5.259792313598348,0.7730280781523313,-37463.51682562058,-37767.72771077588
Thiruvallur,2,0.003509547851131728,0.05870634491428066,0.03867177054144156,0.02435242766551201,0.8690893157039199,0.8681007596200847
Thiruvallur,3,0.003932039068003872,0.062146203651712445,0.040602261920989424,0.024945983345968044,0.8536575716393426,0.8525651846237217
Thiruvallur,4,0.014595897248612204,0.11731652565572052,0.06994908976665487,0.04098423634659091,0.4515983441768908,0.44679211348893
Thiruvallur,5,122.44077714173447,10.254786964559742,3.9032961557356316,0.9346819227074624,-4683.95771792533,-4725.680646837372
Thiruvarur,2,0.004842691251993721,0.06894667391310022,0.04644935852491601,0.030190908022139973,0.7928889605875341,0.7908611064240119
Thiruvarur,3,0.005610090272320348,0.07421552813546996,0.05020330847591996,0.03300720275680065,0.759092231624903,0.7567520035066535
Thiruvarur,4,0.06510475557502424,0.20054763950573828,0.09686302406687711,0.05593826016973763,-1.7517359755624309,-1.7733735154157375
Thiruvarur,5,7926.9986127022685,38.24058740694903,8.239237198288954,1.4727898751224928,-374626.59629988694,-377975.86818433896
Thoothukkudi,2,0.008554627569247129,0.09185624427399708,0.06635576176588458,0.04994263838584259,0.6596334709592088,0.6569188711707529
Thoothukkudi,3,0.009584565278640406,0.09713822508925932,0.0667822518162261,0.04561968074849873,0.6180305875623886,0.61428107157632
Thoothukkudi,4,0.14952791392238576,0.3343127100188392,0.14606257155241753,0.0735527681982903,-5.366825977939912,-5.43144432548419
Thoothukkudi,5,6718.290200333476,65.03616462098871,15.959286724288999,2.136160340810304,-275332.4823883358,-277714.5859394656
Tiruchirapalli,2,0.005672173412992201,0.07502752942000938,0.05410121096500717,0.03783076156296898,0.7818031414014536,0.7794773010228689
Tiruchirapalli,3,0.008407051641430777,0.0891461566023486,0.061499338815143204,0.04285311952463271,0.6794926530350779,0.6756926748801656
Tiruchirapalli,4,0.027523498214806298,0.16210147319951684,0.09896814033698434,0.062354006185861365,-0.0789891960478296,-0.0893058075566905
Tiruchirapalli,5,861.9353137455644,26.84352877796849,9.381432261948778,1.8687660996384259,-33590.4988663768,-33989.003369859995
Tirunelveli,2,0.008253404339383335,0.08995676689541547,0.06034927004073325,0.04072536808083347,0.6781598520940192,0.6750888362381052
Tirunelveli,3,0.010439600601449812,0.10126051177620507,0.06763771856220235,0.04397989224759499,0.5921891228521153,0.5880579027235031
Tirunelveli,4,0.10560467383452472,0.2957465831553213,0.13428960262223305,0.06767628445184956,-3.3394527995484795,-3.3744756169106385
Tirunelveli,5,63464.28612998301,178.9045278561588,42.527494109175684,5.590232533222592,-2662460.8934910735,-2685765.9370499854
Tiruvannamalai,2,0.004879230231015115,0.06951264561082565,0.04669900415065617,0.029526928426311196,0.8532353441301685,0.8518649778737888
Tiruvannamalai,3,0.005468822285749172,0.07361479535095905,0.04970706928673161,0.0311980506087069,0.8352321030348681,0.8337282313186152
Tiruvannamalai,4,0.03623572402019347,0.18270674962260455,0.1072352470046983,0.06307535818193272,-0.09735020916366852,-0.11094754978256467
Tiruvannamalai,5,367.6168083838261,17.733036544992864,6.356243990647109,1.490832014298811,-11289.273770591068,-11423.152083788116
Vellore,2,0.008906070629462767,0.0935329197374487,0.0673144147919222,0.04782869752309516,0.7338369252681035,0.7313442447699343
Vellore,3,0.0077146555659361035,0.08738796242330465,0.06105252988223283,0.04025759773053318,0.7696225964602591,0.7675968398476491
Vellore,4,0.04323069572497745,0.1971803436121952,0.11294523861891276,0.06486252653987938,-0.31403294631376205,-0.32663045959805026
Vellore,5,626.7200719969461,22.47298707594965,7.4272917529759335,1.5960469303993152,-19432.38216706893,-19635.59919336791
Viluppuram,2,0.0019844065482430393,0.044197909080028255,0.03008687380197643,0.01963583042958589,0.9387502563019133,0.9380435045843298
Viluppuram,3,0.0022601219010656153,0.04685150225759495,0.03121242684595828,0.019840929233168093,0.9305299307400786,0.9298200681994879
Viluppuram,4,0.010069810879528638,0.09705050680276008,0.05620371393487293,0.032420362952158215,0.6857300574183688,0.6829943047820107
Viluppuram,5,22.830440393351036,4.3758292658189415,1.578952395096951,0.4352846690831768,-729.4642937108698,-736.2449448934002
Virudhunagar,2,0.008547636671469136,0.09142635253404334,0.06012620906123949,0.039830581361910394,0.655618575973898,0.6526696701036367
Virudhunagar,3,0.009808403003409424,0.09801209127208155,0.0643522876358173,0.04061628487403302,0.6035030595703429,0.6000422188764849
Virudhunagar,4,0.08438882242175474,0.2760061178290472,0.1353272114036832,0.07035601807201698,-2.465591206412208,-2.4972486751992182
Virudhunagar,5,1866.1305043166783,34.98481416205741,9.519924800138048,1.4026616821556486,-77835.69361132535,-78510.54128942265
